C04592	Toluene-cis-dihydrodiol	C7H10O2
C04593	(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate	C7H10O7
C04594	(9Z)-(13S)-12,13-Epoxyoctadeca-9,11-dienoic_acid	C18H30O3
C04596	1,1-Dichloro-2,2-bis(4-chlorophenyl)ethylene	C14H8Cl4
C04597	1,2-Bis(3,4-dimethoxyphenyl)propane-1,3-diol	C19H24O6
C04598	2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine	C10H22NO7PR
C04599	1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine	C12H15N
C04604	3-Hydroxy-2-methylpyridine-4,5-dicarboxylate	C8H7NO5
C04606	5-(3,4-Diacetoxybut-1-ynyl)-2,2'-bithiophene	C16H14O4S2
C04608	Apigenin_7-O-beta-D-glucoside	C21H20O10
C04611	Indol-3-ylacetyl-myo-inositol_L-arabinoside	C21H27NO11
C04613	UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose	C17H25N3O16P2
C04614	alpha-D-Mannosyl-1,3-(R1)-beta-D-mannosyl-R2	C12H21O11R
G10594	alpha-D-Mannosylchitobiosyldiphosphodolichol	C42H74N2O22P2(C5H8)n
C04615	alpha-D-Mannosylchitobiosyldiphosphodolichol	C42H74N2O22P2(C5H8)n
C04617	(1S,2S)-1-Hydroxypropane-1,2,3-tricarboxylate	C6H8O7
C04618	(3R)-3-Hydroxybutanoyl-[acyl-carrier_protein]	C4H7O2SR
C04619	(3R)-3-Hydroxydecanoyl-[acyl-carrier_protein]	C10H19O2SR
C04620	(3R)-3-Hydroxyoctanoyl-[acyl-carrier_protein]	C8H15O2SR
C04621	(E)-2-(2-Furyl)-3-(5-nitro-2-furyl)acrylamide	C11H8N2O5
C04622	(Z)-2-(2-Furyl)-3-(5-nitro-2-furyl)acrylamide	C11H8N2O5
D07367	DDT	C14H9Cl5
C04623	DDT	C14H9Cl5
C04625	2,4-Dichloro-2,5-dihydro-5-oxofuran-2-acetate	C6H4Cl2O4
C04627	D-Galactosyl-N-acetyl-alpha-D-galactosaminide	C14H24NO11R
C04628	Coenzyme_B	C11H22NO7PS
C04630	UDP-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucose	C17H28N4O15P2
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	C20H29N3O19P2
C04632	[Hydroxymethylglutaryl-CoA_reductase_(NADPH)]	C4H6N2O3R2
C04633	(3R)-3-Hydroxypalmitoyl-[acyl-carrier_protein]	C16H31O2SR
C04634	1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate	C7H8O4
C04635	1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine	C7H15NO6PR
C04636	1-Acyl-2-linoleoyl-sn-glycero-3-phosphocholine	C27H50NO8PR
C04637	1-Phosphatidyl-D-myo-inositol_4,5-bisphosphate	C11H19O19P3R2
C04638	2,3-Bis-O-(geranylgeranyl)glycerol_1-phosphate	C43H73O6P
C04639	2,4-Dioxotetrahydropyrimidine_D-ribonucleotide	C9H15N2O9P
C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	C8H16N3O8P
C04641	2-(alpha-D-Galactosyl)-sn-glycerol_3-phosphate	C9H19O11P
C04642	2-Hydroxy-5-carboxymethylmuconate_semialdehyde	C8H8O6
C04643	3alpha,12alpha-Dihydroxy-7-oxo-5beta-cholanate	C24H38O5
C04644	3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA	C48H80N7O19P3S
C04645	6-(D-Glucose-1-phospho)-D-mannosylglycoprotein	C12H22O14PR
C04646	6-Thioinosine-5'-monophosphate	C10H13N4O7PS
C04648	alpha-L-Fucosyl-1,2-beta-D-galactoside	C12H21O10R
C04649	Heparan_sulfate_N-acetyl-alpha-D-glucosaminide	C8H14NO6(C12H19NO19S3)n
C04650	L-2-Amino-4-(hydroxymethylphosphinyl)butanoate	C5H12NO4P
C04652	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	C43H77N3O20P2
C04654	(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate	C20H32O5
C04655	(2S,3S)-2-Hydroxytridecane-1,2,3-tricarboxylate	C16H28O7
C04656	1,3-beta-D-Galactosyl-N-acetyl-D-glucosaminyl-R	C14H24NO11R
C04657	1,4-beta-D-Galactosyl-N-acetyl-D-glucosaminyl-R	C14H24NO11R
C04660	3'-Deoxydihydrostreptomycin_6,3''-bis-phosphate	C21H43N7O17P2
C04661	3alpha,7alpha,12beta-Trihydroxy-5beta-cholanate	C24H40O5
C04662	4-Deoxy-alpha-L-erythro-hex-4-enopyranuronoside	C6H7O6R
C04663	5-Amino-1-ribofuranosylimidazole-4-carboxyamide	C9H14N4O6
C04665	Co-Methyl-Co-5-hydroxybenzimidazolylcobamide	C61H87CoN13O15P
C04666	D-erythro-1-(Imidazol-4-yl)glycerol_3-phosphate	C6H11N2O6P
G10560	N-Acetyl-D-glucosaminyl-poly(ribitol_phosphate)	(C13H24NO12P)n
C04667	N-Acetyl-D-glucosaminyl-poly(ribitol_phosphate)	(C13H24NO12P)n
C04670	(1S,4S)-4-Hydroxy-3-oxocyclohexane-1-carboxylate	C7H10O4
C04671	(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate	C20H32O5
C04672	(9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoic_acid	C18H28O3
C04673	1D-1-Guanidino-1-deoxy-3-dehydro-scyllo-inositol	C7H13N3O5
G10530	3-D-Glucuronosyl-N2,6-disulfo-beta-D-glucosamine	C12H21NO17S2
C04674	3-D-Glucuronosyl-N2,6-disulfo-beta-D-glucosamine	C12H21NO17S2
C04675	3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA	C32H52N7O20P3S
C04676	Testololactone	C19H26O3
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	C9H15N4O8P
C04678	Dolichyl_N-acetyl-alpha-D-glucosaminyl_phosphate	C28H50NO9P(C5H8)n
C04679	Protein_N6-[(R)-4-amino-2-hydroxybutyl]-L-lysine	C11H22N4O3R2
C04680	Retinyl-ester-(cellular-retinol-binding-protein)	C21H29O2R
C04681	[Acetyl-CoA:carbon-dioxide_ligase_(ADP-forming)]	C17H27N5O4SR2
C04682	[Methylmalonyl-CoA:pyruvate_carboxytransferase]	C17H27N5O4SR2
C04683	alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-R	C17H28NO14R
C04684	m-Carboxyphenyl_phenylacetamidomethylphosphonate	C16H16NO6P
C04685	(13E)-(15S)-15-Hydroxy-9-oxoprosta-10,13-dienoate	C20H32O4
C04686	(13E)-(15S)-15-Hydroxy-9-oxoprosta-11,13-dienoate	C20H32O4
C04687	(1S,3R,4S)-3,4-Dihydroxycyclohexane-1-carboxylate	C7H12O4
C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier_protein]	C14H27O2SR
C04690	2-(Hydroxymethyl)-3-(acetamidomethylene)succinate	C8H11NO6
C04691	2-Dehydro-3-deoxy-D-arabino-heptonate_7-phosphate	C7H13O10P
C04692	Peptide_2-[3-carboxy-3-(methylammonio)propyl]-L-histidine	C12H17N5O4R2
C04695	5-O-(Indol-3-ylacetyl-myo-inositol)_D-galactoside	C22H29NO12
C04696	7-Methylguanosine_5'-triphospho-5'-polynucleotide	C21H34N5O23P4R2(C5H8O6PR)n
G10523	Methyl-2-alpha-L-fucopyranosyl-beta-D-galactoside	C13H24O10
C04698	Methyl-2-alpha-L-fucopyranosyl-beta-D-galactoside	C13H24O10
C04700	UDP-N-acetylmuramoyl-L-alanyl-alpha-D-glutamyl-L-lysine	C34H55N7O24P2
C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	C40H65N9O26P2
C04703	alpha-D-Galactosyl-(1,1')-sn-glycerol_3-phosphate	C9H19O11P
C04706	cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide	C6H3ClO4
C04707	(5Z,13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate	C20H30O5
C04708	1-(beta-D-Galactosyl)-2-(2-hydroxyacyl)sphingosine	C26H48NO9R
C04709	3'-Deoxydihydrostreptomycin_3'alpha,6-bisphosphate	C21H43N7O17P2
C04711	5-(3-Hydroxy-4-acetoxybut-1-ynyl)-2,2'-bithiophene	C14H12O3S2
C04712	(7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate	C16H18N2O9S
C04713	N6-(delta2-Isopentenyl)-adenosine_5'-monophosphate	C15H22N5O7P
C04714	alpha-D-Galactosyl-beta-D-galactosyldiacylglycerol	C17H26O15R2
C04715	Nuatigenin	C27H42O4
C04717	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic_acid	C18H32O4
C04718	1,6,6-Trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one	C10H16O3
C04719	1-Hydroxy-2-(beta-D-glucosyloxy)-9,10-anthraquinone	C20H18O9
C04720	DIMBOA	C9H9NO5
C04721	3alpha,12alpha-Dihydroxy-5beta-cholan-24-oylglycine	C26H43NO5
C04722	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate	C27H46O5
C04724	D-Mannosyl-L-rhamnosyl-D-galactose-1-diphospholipid	C73H122O21P2
C04725	Oligosaccharide_containing_6-methyl-D-glucose_units	(C19H32O15)n
C04726	[3-Methyl-2-oxobutanoate_dehydrogenase_(2-methylpropanoyl-transferring)]	C4H6N2O3R2
C04727	[Propionyl-CoA:carbon-dioxide_ligase_(ADP-forming)]	C17H27N5O4SR2
C04728	tRNA_containing_5-methylaminomethyl-2-thiouridylate	C11H18N3O8PS(C5H8O6PR)n(C5H8O6PR)n
C04729	trans-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide	C6H3ClO4
G00108	GM3	C42H73N2O21R
C04730	GM3	C42H73N2O21R
C04731	1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine_N-oxide	C12H15NO
C04732	5-Amino-6-(1-D-ribitylamino)uracil	C9H16N4O6
G10586	4-(4-Deoxy-beta-D-gluc-4-enuronosyl)-D-galacturonate	C12H16O12
C04733	4-(4-Deoxy-beta-D-gluc-4-enuronosyl)-D-galacturonate	C12H16O12
C04734	1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide	C10H15N4O9P
C04735	Apo-[acetyl-CoA:carbon-dioxide_ligase_(ADP-forming)]	C7H13N3O2R2
C04736	Apo-[methylmalonyl-CoA:pyruvate_carboxytransferase]	C7H13N3O2R2
G00093	alpha-D-Galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide	C37H66NO18R
C04737	alpha-D-Galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide	C37H66NO18R
C04738	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine	C31H53N3O19P2
C04739	UDP-N-acetyl-6-(alpha-D-galactose-1-phospho)-alpha-D-glucosamine	C23H38N3O25P3
G01185	alpha-N-Acetylneuraminyl-2,6-beta-galactosyl-1,4-beta-D-glucosylceramide	C42H73N2O21R
C04740	alpha-N-Acetylneuraminyl-2,6-beta-galactosyl-1,4-beta-D-glucosylceramide	C42H73N2O21R
D00180	Alprostadil	C20H34O5
C04741	Alprostadil	C20H34O5
D08931	(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate	C20H32O3
C04742	(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate	C20H32O3
C04744	2,6-Diamino-4-hydroxy-5-(N-methyl)formamidopyrimidine	C6H9N5O2
C04746	3beta-Hydroxy-5alpha-cholest-7-ene-4alpha-carboxylate	C28H46O3
C04747	[Citrate-oxaloacetate-lyase((pro-3S)-CH2COO-->acetate)]	NA
C04748	Protein_C-terminal_S-farnesyl-L-cysteine_methyl_ester	C21H35N2O3SR(C2H2NOR)n
C04749	[[Hydroxymethylglutaryl-CoA_reductase_(NADPH)]kinase]	NA
G00024	beta-D-Galactosyl-1,3-N-acetyl-alpha-D-galactosaminyl-R	C14H24NO11R
C04750	beta-D-Galactosyl-1,3-N-acetyl-alpha-D-galactosaminyl-R	C14H24NO11R
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	C9H14N3O9P
C04752	2-Methyl-4-amino-5-hydroxymethylpyrimidine_diphosphate	C6H11N3O7P2
C04755	Glycoprotein_N-acetyl-D-glucosaminyl-phospho-D-mannose	C14H25NO14PR
C04756	O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine	C8H14NO7PR2
C04758	(5Z,13E)-9alpha-Hydroxy-11,15-dioxoprosta-5,13-dienoate	C20H30O5
C04759	1,2-D-Glucosyl-5-D-(galactosyloxy)-L-lysine-procollagen	C19H33N3O13R2
C04760	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA	C48H80N7O20P3S
C04763	Apo-[propionyl-CoA:carbon-dioxide_ligase_(ADP-forming)]	C7H13N3O2R2
C04767	O-1,4-alpha-L-Dihydrostreptosyl-streptidine_6-phosphate	C14H29N6O11P
C04768	[Hydroxymethylglutaryl-CoA_reductase_(NADPH)]_phosphate	C4H7N2O6PR2
C04771	L-Mimosine	C8H10N2O4
G10509	1,6-alpha-D-Mannosyl-1,6-alpha-D-mannosyloligosaccharide	C18H31O16(C12H20O10)n
C04772	1,6-alpha-D-Mannosyl-1,6-alpha-D-mannosyloligosaccharide	C18H31O16(C12H20O10)n
C04773	3-Hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylate	C8H9NO4
C04775	D-Galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-R	C18H31O16R
G00024	Peptide_beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl-L-serine	C18H29N3O13R2
C04776	Peptide_beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl-L-serine	C18H29N3O13R2
C04778	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole	C14H19N2O7P
C04779	rRNA_containing_a_single_residue_of_2'-O-methyladenosine	C11H16N5O7P(C5H8O6PR)n(C5H8O6PR)n
C04780	8-[(1R,2R)-3-Oxo-2-{(Z)-pent-2-enyl}cyclopentyl]octanoate	C18H30O3
C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate	C8H8O6
C04785	13(S)-HPOT	C18H30O4
C04787	Cyanidin_3-rutinoside-5-glucoside	C33H41O20
C04789	Lysosomal-enzyme_N-acetyl-D-glucosaminyl-phospho-D-mannose	C14H25NO14PR
C04790	N-Acetyl-beta-D-mannosaminouronosyl-1,4-lipopolysaccharide	NA
C04791	beta-D-Galactosyl-1,4-N-acetyl-D-glucosaminyl-glycoprotein	C14H24NO11R
C04792	1-Acyl-2-[(S)-12-hydroxyoleoyl]-sn-glycero-3-phosphocholine	C27H52NO9PR
C04793	3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione	C19H24O4
G10588	3-(4-Deoxy-beta-D-gluc-4-enuronosyl)-N-acetyl-D-glucosamine	C14H21NO11
C04794	3-(4-Deoxy-beta-D-gluc-4-enuronosyl)-N-acetyl-D-glucosamine	C14H21NO11
C04796	4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate_6-semialdehyde	C9H11NO6
C04797	5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate_6-semialdehyde	C9H11NO6
C04798	5-Amino-4-chloro-2-(2,3-dihydroxyphenyl)-3(2H)-pyridazinone	C10H8ClN3O3
C04799	Colominic_acid(non-reducing_N-_or_O-acylneuraminyl_residue)	(C22H34N2O16)n
C04800	D-Glucuronyl-N-acetyl-1,3-beta-D-galactosaminylproteoglycan	C41H63N3O34R2
C04801	[3-Methylcrotonoyl-CoA:carbon-dioxide_ligase_(ADP-forming)]	C17H27N5O4SR2
C04802	m7G(5')pppRm-RNA_(mRNA_containing_a_2'-O-methylpurine_cap)	C22H36N5O23P4R2(C5H8O6PR)n
C04804	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimeloyl-D-alanine	C38H60N8O27P2
C04805	5(S)-HETE	C20H32O3
C04806	17alpha-(N-Acetyl-D-glucosaminyl)-estradiol_3-D-glucuronoside	C32H45NO13
C04807	2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine	C7H11N5O8P2
C04808	D-Abequosyl-D-mannosyl-rhamnosyl-D-galactose-1-diphospholipid	C79H132O24P2
C04809	Membrane-derived-oligosaccharide_6-(glycerophospho)-D-glucose	NA
C04810	Oligosaccharide_with_4-deoxy-alpha-D-gluc-4-enuronosyl_group	C6H7O6(C6H8O6)n
C04811	1-(5-Phosphoribosyl)-4-(N-succinocarboxamide)-5-aminoimidazole	C12H20N5O9P
C04812	1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol_4-phosphate	C7H17N4O7P
C04814	4beta-Hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol	C29H50O2
C04815	5-D-(5/6)-5-C-(Hydroxymethyl)-2,6-dihydroxycyclohex-2-en-1-one	C7H10O4
C04816	Dephospho-[[hydroxymethylglutaryl-CoA_reductase_(NADPH)]kinase]	NA
C04817	Protein_alpha-D-glucosyl-1,2-beta-D-galactosyl-L-hydroxylysine	C19H33N3O13R2
C04818	beta-D-Galactosyl-1,4-N-acetyl-beta-D-glucosaminylglycopeptide	C14H24NO11R
C04819	beta-D-Galactosyl-beta-1,4-N-acetyl-D-glucosaminylglycopeptide	C42H74N8O22
C04822	8(R)-HPETE	C20H32O4
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	C13H19N4O12P
C04824	Lipid_X	C34H66NO12P
G00156	3-beta-D-Galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein	C21H34N2O17R2
C04825	3-beta-D-Galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein	C21H34N2O17R2
C04827	Apo-[3-methylcrotonoyl-CoA:carbon-dioxide_ligase_(ADP-forming)]	C7H13N3O2R2
C04829	Deacetyl-[citrate-oxaloacetate-lyase((pro-3S)-CH2COO-->acetate)]	NA
G10501	beta-D-Glucosyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol	C69H115NO17P2
C04830	beta-D-Glucosyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol	C69H115NO17P2
C04831	DIMBOA-glucoside	C15H19NO10
C04832	Coenzyme_M_7-mercaptoheptanoylthreonine-phosphate_heterodisulfide	C13H26NO10PS3
C04833	m7G(5')pppm6Am_(mRNA_containing_an_N6,2'-O-dimethyladenosine_cap)	C28H42N10O23P4R(C5H8O6PR)n
C04834	Juvenile_hormone_II_acid	C16H26O3
C04835	(5Z,13E)-6,9alpha-Epoxy-11alpha-hydroxy-15-oxoprosta-5,13-dienoate	C20H30O5
C04839	3-O-(3,6-Anhydro-alpha-D-galactopyranosyl)-D-galactose_4-O-sulfate	C12H20O13S
C04840	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate	C29H48O3
C04843	(5Z,9E,14Z)-(8xi,11xi,12S)-8,11,12-Trihydroxyicosa-5,9,14-trienoate	C20H34O5
C04844	3-Hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate	C19H24O6
G00036	N-Acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide	C39H69N2O18R
C04845	N-Acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide	C39H69N2O18R
G00304	alpha-D-Galactosyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosamine	C20H35NO16
C04847	alpha-D-Galactosyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosamine	C20H35NO16
C04848	Variant-surface-glycoprotein_1,2-dimyristyl-sn-phosphatidylinositol	C89H159N3O53PR(C2H2NOR)n
C04849	(5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoic_acid	C20H32O4
C04850	1,3-beta-D-Galactosyl-(alpha-1,4-L-fucosyl)-N-acetyl-D-glucosaminyl-R	C20H34NO15R
G10552	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	C86H143N7O21P2
C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	C86H143N7O21P2
C04853	20-OH-Leukotriene_B4	C20H32O5
C04855	alpha-D-Galactosyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R	C20H34NO16R
C04856	(6S)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine_dinucleotide	C21H31N7O15P2
C04858	Apigenin_7-O-[beta-D-apiosyl-(1->2)-beta-D-glucoside]	C26H28O14
C04859	(20S,22S,25S)-22,25-Epoxyfurost-5-ene-3beta,26-diol_3-O-beta-D-glucoside	C33H52O9
G00172	1,3-alpha-D-Mannosyl-1,2-alpha-D-mannosyl-1,2-alpha-D-mannosyl-D-mannose	C24H42O21
C04861	1,3-alpha-D-Mannosyl-1,2-alpha-D-mannosyl-1,2-alpha-D-mannosyl-D-mannose	C24H42O21
C04862	1-Hexadecylthio-1-deoxy-2-hexadecylphosphono-sn-glycero-3-phosphocholine	C40H86NO7P2S
C04864	4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine_4-sulfate	C14H21NO14S
C04865	4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine_6-sulfate	C14H21NO14S
C04866	alpha-D-Galactosyl-(1,3)-[alpha-L-fucosyl-(1,2)]-D-galactoside	C18H31O15R
C04867	Juvenile_hormone_II	C17H28O3
C04871	Haloxyfop	C15H11ClF3NO4
C04872	1,2-Diacyl-3-[3-(alpha-D-N-acetylneuraminyl)-beta-D-galactosyl]-sn-glycerol	C22H33NO18R2
C04873	1-Hexadecylthio-2-hexadecanoylamino-1,2-dideoxy-sn-glycero-3-phosphocholine	C40H84N2O5PS
C04874	2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine	C9H13N5O4
C04875	(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-1,2,3,4-tetrahydro-1-naphthol	C17H27NO3
C04876	N-Acetyl-D-glucosaminyl-N-acetylmuramoyl-L-Ala-D-glutamyl-6-carboxy-L-lysine	C33H54N6O20
C04877	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	C35H55N7O26P2
C04880	N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(R1)-beta-D-mannosyl-R2	C20H34NO16R
G00177	N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol	C71H118N2O17P2
C04881	N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol	C71H118N2O17P2
C04882	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	C41H65N9O28P2
C04883	(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-3,4-dihydro-1(2H)-naphthalenone	C17H25NO3
G00109	N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide	C50H86N3O26R
C04884	N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide	C50H86N3O26R
C04885	alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-D-galactosaminyl-R	C25H41N2O19R
G00255	alpha-N-Acetylneuraminyl-2,6-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosamine	C25H42N2O19
C04886	alpha-N-Acetylneuraminyl-2,6-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosamine	C25H42N2O19
C04887	alpha-N-Acetylneuraminyl-2,8-alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-R	C28H45N2O22R
C04890	N-Acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R	C22H37N2O16R
C04891	N-Acetyl-beta-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R	C22H37N2O16R
C04894	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-N6-(L-alanyl)-L-lysyl-D-alanyl-D-alanine	C43H70N10O27P2
C04895	7,8-Dihydroneopterin_3'-triphosphate	C9H16N5O13P3
C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide	C15H25N5O15P2
C04898	Oligosaccharide_with_terminal_4-deoxy-6-methyl-alpha-D-galact-4-enuronosyl_group	C7H9O6(C13H18O12)n
C04899	(6S)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine_dinucleotide_phosphate	C21H32N7O18P3
C04900	Luteolin_7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]-4'-O-beta-D-glucuronide	C33H34O24
G00026	alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminyl-R	C25H41N2O19R
C04901	alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminyl-R	C25H41N2O19R
G00025	beta-D-Galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminyl-R	C22H37N2O16R
C04902	beta-D-Galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminyl-R	C22H37N2O16R
G00157	3-beta-D-Glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein	C27H42N2O23R2
C04903	3-beta-D-Glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein	C27H42N2O23R2
C04904	N-Acetyl-D-glucosaminyl-N-acetylmuramoyl-L-Ala-D-glutamyl-6-carboxy-L-lysyl-D-alanine	C37H61N7O21
C04905	1-(4-Amino-2-methylpyrimid-5-ylmethyl)-3-(beta-hydroxyethyl)-2-methylpyridinium_bromide	C14H19N4O
C04906	N-Acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-R	C22H37N2O16R
C04907	alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-glycoprotein	C25H41N2O19R
C04908	1-(4-Hydroxy-2-methylpyrimid-5-ylmethyl)-3-(beta-hydroxyethyl)-2-methylpyridinium_bromide	C14H18N3O2
C04909	alpha-D-Glucosyl-1,6-alpha-D-glucosyl-1,6-alpha-D-glucosyl-1,3-1-O-alkyl-2-O-acylglycerol	C22H36O19R2
G00037	1,3-beta-D-Galactosyl-N-acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-D-glucosylceramide	C45H79N2O23R
C04910	1,3-beta-D-Galactosyl-N-acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-D-glucosylceramide	C45H79N2O23R
G00110	D-Galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide	C56H96N3O31R
